label_noise,imbalance_level,clean_minority_retention_rate,effective_clean_minority_ratio,mislabeled_retained_ratio,mislabeled_minority_retained_ratio
0.1,0.7,0.46536985914573814,0.16376803055583006,0.09874892665149522,0.17495782178566593
0.1,0.8,0.35754413351963393,0.13663620928866443,0.09646524595164646,0.23766989457044477
0.1,0.9,0.22804124030325182,0.10408618748428228,0.08950799877802294,0.3946722045262813
0.2,0.7,0.42875878646400095,0.14654965851002397,0.19320217856258695,0.3595170894424078
0.2,0.8,0.31493653913327824,0.12112616806671943,0.18178499606673107,0.47046805684071147
0.2,0.9,0.2009497778207524,0.09315873816890369,0.16731782768858622,0.6397991363092396
0.3,0.7,0.449266469278086,0.1737077497497905,0.28396886276095795,0.47408162338937937
0.3,0.8,0.3466659007044614,0.15966869438098516,0.2681848940718808,0.5756777694580903
0.3,0.9,0.2645186961574555,0.14433588641094763,0.24961619763764156,0.7240401467994033
